Date,Close,Type,Symbol
2019-07-01,93.33899688720705,Historical,AMZN
2019-08-01,88.81449890136719,Historical,AMZN
2019-09-01,86.79550170898438,Historical,AMZN
2019-10-01,88.83300018310547,Historical,AMZN
2019-11-01,90.04000091552734,Historical,AMZN
2019-12-01,92.39199829101562,Historical,AMZN
2020-01-01,100.43599700927734,Historical,AMZN
2020-02-01,94.1875,Historical,AMZN
2020-03-01,97.48600006103516,Historical,AMZN
2020-04-01,123.6999969482422,Historical,AMZN
2020-05-01,122.11849975585938,Historical,AMZN
2020-06-01,137.9409942626953,Historical,AMZN
2020-07-01,158.23399353027344,Historical,AMZN
2020-08-01,172.54800415039062,Historical,AMZN
2020-09-01,157.43649291992188,Historical,AMZN
2020-10-01,151.8074951171875,Historical,AMZN
2020-11-01,158.40199279785156,Historical,AMZN
2020-12-01,162.84649658203125,Historical,AMZN
2021-01-01,160.30999755859375,Historical,AMZN
2021-02-01,154.64649963378906,Historical,AMZN
2021-03-01,154.70399475097656,Historical,AMZN
2021-04-01,173.37100219726562,Historical,AMZN
2021-05-01,161.15350341796875,Historical,AMZN
2021-06-01,172.00799560546875,Historical,AMZN
2021-07-01,166.37950134277344,Historical,AMZN
2021-08-01,173.5395050048828,Historical,AMZN
2021-09-01,164.2519989013672,Historical,AMZN
2021-10-01,168.6215057373047,Historical,AMZN
2021-11-01,175.35350036621094,Historical,AMZN
2021-12-01,166.7169952392578,Historical,AMZN
2022-01-01,149.57350158691406,Historical,AMZN
2022-02-01,153.56300354003906,Historical,AMZN
2022-03-01,162.99749755859375,Historical,AMZN
2022-04-01,124.28150177001952,Historical,AMZN
2022-05-01,120.20950317382812,Historical,AMZN
2022-06-01,106.20999908447266,Historical,AMZN
2022-07-01,134.9499969482422,Historical,AMZN
2022-08-01,126.7699966430664,Historical,AMZN
2022-09-01,113.0,Historical,AMZN
2022-10-01,102.44000244140624,Historical,AMZN
2022-11-01,96.54000091552734,Historical,AMZN
2022-12-01,84.0,Historical,AMZN
2023-01-01,103.12999725341795,Historical,AMZN
2023-02-01,94.2300033569336,Historical,AMZN
2023-03-01,103.29000091552734,Historical,AMZN
2023-04-01,105.4499969482422,Historical,AMZN
2023-05-01,120.58000183105467,Historical,AMZN
2023-06-01,130.36000061035156,Historical,AMZN
2023-07-01,133.67999267578125,Historical,AMZN
2023-08-01,138.00999450683594,Historical,AMZN
2023-09-01,127.12000274658205,Historical,AMZN
2023-10-01,133.08999633789062,Historical,AMZN
2023-11-01,146.08999633789062,Historical,AMZN
2023-12-01,151.94000244140625,Historical,AMZN
2024-01-01,155.1999969482422,Historical,AMZN
2024-02-01,176.75999450683594,Historical,AMZN
2024-03-01,180.3800048828125,Historical,AMZN
2024-04-01,175.0,Historical,AMZN
2024-05-01,176.44000244140625,Historical,AMZN
2024-06-01,187.22999572753903,Historical,AMZN
2024-07-01,201.22977384122836,Forecast,AMZN
2024-08-01,201.94680901032052,Forecast,AMZN
2024-09-01,208.71180405327576,Forecast,AMZN
2024-10-01,201.33690647757072,Forecast,AMZN
2024-11-01,195.27243985551766,Forecast,AMZN
2024-12-01,201.87091976541058,Forecast,AMZN
